id,numero,tema,pregunta,A,B,C,respuesta,archivo,requiere_figura
PREG202411060179,5070,REGLAMENTACIÓN,5070.- El tiempo acumulado máximo que se puede operar un transmisor localizador de emergencia antes de que se deba recargar la batería recargable es:,30 minutos.,45 minutos.,60 minutos.,C,DownloadBalotario (6).pdf,False
PREG202411060180,5074,REGLAMENTACIÓN,"5074.- Mientras está en vuelo, un helicóptero y un avión convergen en un ángulo de 90°, y el helicóptero está ubicado a la derecha del avión. ¿Qué aeronave tiene el derecho de paso y por qué?","El helicóptero, porque está a la derecha del avión.","El helicóptero, porque los helicópteros tienen preferencia sobre los aviones.","El avión, porque los aviones tienen preferencia sobre los helicópteros.",A,DownloadBalotario (6).pdf,False
PREG202411060181,5075,REGLAMENTACIÓN,5075.- Dos aeronaves de la misma categoría se acercan a un aeropuerto con el propósito de aterrizar. El derecho de paso pertenece a la aeronave:,a mayor altitud.,"a menor altitud, pero el piloto no se beneficiará de esta regla para cortar al frente o adelantar a la otra aeronave.","que es más maniobrable, y que la aeronave puede, con precaución, adelantarse o adelantar a la otra aeronave.",B,DownloadBalotario (6).pdf,False
PREG202411060182,5076.1,REGLAMENTACIÓN,5076.1.- El avión A está adelantando al avión B. ¿Qué avión tiene el derecho de paso?,Avión A; el piloto debe cambiar de rumbo a la derecha para adelantar.,Avión B; el piloto debe esperar que lo rebasen por la derecha.,Avión B; el piloto debe esperar que lo rebasen por la izquierda.,B,DownloadBalotario (6).pdf,False
PREG202411060183,5076.2,REGLAMENTACIÓN,5076.2.- Un avión adelanta a un helicóptero. ¿Qué aeronave tiene el derecho de paso?,Helicóptero; el piloto debe esperar que lo rebasen por la derecha.,Avión; el piloto del avión debe cambiar de rumbo hacia la izquierda para adelantar.,Helicóptero; el piloto debe esperar que lo rebasen por la izquierda.,A,DownloadBalotario (6).pdf,False
PREG202411060184,5076.3,REGLAMENTACIÓN,"5076.3.- Durante una operación nocturna, el piloto de la aeronave # 1 solo ve la luz verde de la aeronave # 2. Si la aeronave está convergiendo, ¿qué piloto tiene el derecho de paso? El piloto de la aeronave:",# 2; la aeronave # 2 está a la izquierda de la aeronave # 1.,# 2; la aeronave # 2 está a la derecha de la aeronave # 1.,# 1; la aeronave # 1 está a la derecha de la aeronave # 2.,C,DownloadBalotario (6).pdf,False
PREG202411060185,5076.4,REGLAMENTACIÓN,5076.4.- Un piloto que vuela un avión monomotor observa un avión multimotor acercándose por la izquierda. ¿Qué piloto debería ceder el paso?,El piloto del avión multimotor debería ceder; el avión monomotor está a su derecha.,El piloto del avión monomotor debe ceder el paso; el otro avión está a la izquierda.,Cada piloto debe cambiar de rumbo hacia la derecha.,A,DownloadBalotario (6).pdf,False
PREG202411060186,5076.5,REGLAMENTACIÓN,5076.5.- Un avión converge con un helicóptero. ¿Qué aeronave tiene el derecho de paso?,El avión de la izquierda.,El avión de la derecha.,El más rápido de los dos aviones.,B,DownloadBalotario (6).pdf,False
PREG202411060187,5080.1,REGLAMENTACIÓN,"5080.1.- Si no está equipado con las luces de navegación requeridas, una aeronave debe terminar el vuelo:",al atardecer.,30 minutos después de la puesta del sol.,1 hora después de la puesta del sol.,A,DownloadBalotario (6).pdf,False
PREG202411060188,5080.2,REGLAMENTACIÓN,"5080.2.- Si una aeronave no está equipada con un sistema de luces anticolisión, ninguna persona puede operar esa aeronave:",después del atardecer hasta el amanecer.,después del anochecer.,1 hora después de la puesta del sol.,A,DownloadBalotario (6).pdf,False
PREG202411060189,5093,REGLAMENTACIÓN,5093.- ¿Quién es el principal responsable de mantener una aeronave en condiciones de aeronavegabilidad?,El mecánico principal responsable de esa aeronave.,El piloto al mando u operador.,El propietario o el explotador de la aeronave.,C,DownloadBalotario (6).pdf,False
PREG202411060190,5095,REGLAMENTACIÓN,"5095.- Después de que se haya completado una inspección anual y la aeronave se haya vuelto a poner en servicio, se debe realizar una anotación adecuada:",en el certificado de aeronavegabilidad.,en los registros de mantenimiento de la aeronave.,en el manual de vuelo aprobado por la AAC.,B,DownloadBalotario (6).pdf,False
PREG202411060191,5096.1,REGLAMENTACIÓN,5096.1.- ¿Qué regulaciones existen en los términos y condiciones de un certificado de aeronavegabilidad estándar?,"LAR 21, 31, 43 y 91.","LAR 21, 61 y 91.","LAR 21, 43 y 91.",C,DownloadBalotario (6).pdf,False
PREG202411060192,5097,REGLAMENTACIÓN,"5097.- Si la operación de una aeronave en vuelo ha sido afectada sustancialmente por una alteración o reparación, los documentos de la aeronave deben demostrar que ésta ha sido objeto de un vuelo de comprobación y cuenta con la aprobación para retornar al servicio por parte de un piloto con la calificación adecuada antes de ser operada:",bajo las reglas VFR o IFR.,con pasajeros a bordo.,Por remuneración o arrendamiento.,B,DownloadBalotario (6).pdf,False
PREG202411060193,5099,REGLAMENTACIÓN,"5099.- Una aeronave que transporta pasajeros por contrato ha estado en un programa de inspección cada 100 horas de tiempo en servicio. ¿Bajo qué condición, si corresponde, puede esa aeronave operar más allá de las 100 horas sin una nueva inspección?",La aeronave puede volar para cualquier vuelo siempre que el tiempo en servicio no haya excedido las 110 horas.,La aeronave puede enviarse para un vuelo de cualquier duración siempre que no se hayan excedido las 100 horas en el momento de la salida.,El límite de 100 horas puede excederse en no más de 10 horas si es necesario para llegar a un lugar en el que se pueda realizar la inspección.,C,DownloadBalotario (6).pdf,False
PREG202411060194,5100,REGLAMENTACIÓN,5100.- ¿Cuál afirmación es correcta con respecto a las inspecciones de mantenimiento requeridas?,Una inspección de 100 horas puede sustituirse por una inspección anual.,Una inspección anual puede sustituirse por una inspección de 100 horas.,Se requiere una inspección anual incluso si se ha aprobado un sistema de inspección progresiva.,B,DownloadBalotario (6).pdf,False
PREG202411060195,5101,REGLAMENTACIÓN,"5101.- No se debe usar un transpondedor ATC a menos que haya sido probado, inspeccionado y se haya determinado que cumple con las regulaciones dentro de los:",30 días.,12 meses.,24 meses.,C,DownloadBalotario (6).pdf,False
PREG202411060196,5102,REGLAMENTACIÓN,5102.- Los registros de mantenimiento de la aeronave deben incluir el estado actual del:,certificado de aeronavegabilidad aplicable.,partes con vida útil limitada únicamente del motor y la estructura del avión.,"partes de vida útil limitada de cada fuselaje, motor, hélice, rotor y componente de aeronave.",C,DownloadBalotario (6).pdf,False
PREG202411060197,5103,REGLAMENTACIÓN,5103.- ¿Cuál afirmación es cierta en relación con las Directivas de aeronavegabilidad (AD)?,"Las AD son de carácter consultivo y, por lo general, no se tratan de inmediato.",El incumplimiento de los AD hace que una aeronave no esté en condiciones de volar.,El cumplimiento de los AD es responsabilidad del personal de mantenimiento.,B,DownloadBalotario (6).pdf,False
PREG202411060198,5105,REGLAMENTACIÓN,"5105.- Si un transpondedor ATC instalado en una aeronave no ha sido probado, inspeccionado y no cumple con las regulaciones dentro de un período específico, ¿cuál es la limitación de su uso?",No se permite su uso.,Se puede utilizar en el espacio aéreo de Clase G.,Puede usarse solo para vuelos VFR.,A,DownloadBalotario (6).pdf,False
PREG202411060199,A5107,REGLAMENTACIÓN,"A5107.- Para servir como piloto al mando de un avión certificado para más de un piloto y operado bajo LAR 91, una persona debe:",completar un repaso de vuelo dentro de los 24 meses calendario anteriores.,recibir y registrar entrenamiento en tierra y en vuelo con un instructor de vuelo autorizado.,completar una verificación de competencia de piloto al mando dentro de los seis meses calendario anteriores en un avión con certificación de tipo para más de un piloto.,C,DownloadBalotario (6).pdf,False
PREG202411060200,5110.1,REGLAMENTACIÓN,"5110.1.- Las regulaciones de operación para aviones civiles requieren que, durante el movimiento en la superficie, despegues y aterrizajes, un cinturón de seguridad y un arnés para hombros (si están instalados) deben estar debidamente asegurados:",solo para miembros de la tripulación de vuelo.,personas a bordo.,tripulantes de vuelo y de cabina.,B,DownloadBalotario (6).pdf,False
PREG202411060201,5111,REGLAMENTACIÓN,5111.- Ninguna persona puede operar una aeronave en condiciones de vuelo por instrumentos simulados a menos que:,el otro asiento de control está ocupado por al menos un piloto comercial debidamente calificado.,el piloto ha presentado un plan de vuelo IFR y ha recibido una autorización IFR.,"el otro asiento de control está ocupado por un piloto de seguridad, que posee al menos un certificado de piloto privado y está debidamente calificado.",C,DownloadBalotario (6).pdf,False
PREG202411060202,5112,REGLAMENTACIÓN,5112.- Si la velocidad mínima segura para cualquier operación en particular es mayor que la velocidad máxima prescrita en LAR 91:,El operador debe tener un Memorando de Acuerdo (MOA) con la agencia controladora.,las aeronaves pueden operar a esa velocidad.,El operador debe tener una carta de acuerdo con ATC.,B,DownloadBalotario (6).pdf,False
PREG202411060203,5126,REGLAMENTACIÓN,"5126.- Una persona con licencia de piloto comercial puede actuar como piloto al mando de una aeronave que transporta personas o bienes a cambio de una remuneración o por arrendamiento, si esa persona:",posee las habilitaciones de categoría y clase apropiadas y cumple con los requisitos de experiencia de vuelo recientes de LAR 61.,está calificado de acuerdo con LAR 61 y con las normas aplicables a la operación.,está calificado de acuerdo con LAR 61 y ha pasado una verificación de competencia de piloto otorgada por un piloto de verificación autorizado.,B,DownloadBalotario (6).pdf,False
PREG202411060204,5129,REGLAMENTACIÓN,5129.- Ninguna persona puede operar una aeronave que tenga un certificado de aeronavegabilidad experimental:,bajo las reglas de vuelo por instrumentos (IFR).,al transportar propiedades por contrato.,para transportar personas o bienes por remuneración.,C,DownloadBalotario (6).pdf,False
PREG202411060205,5477,REGLAMENTACIÓN,"5477.- Ha realizado 25 despegues y aterrizajes en aviones terrestres multimotor en los últimos 45 días. Para un vuelo que planea realizar hoy, ¿esto cumple con los requisitos de experiencia reciente de PIC para transportar pasajeros en qué aviones?",Multimotor o monomotor.,Avión monomotor.,Avión multimotor.,C,DownloadBalotario (6).pdf,False
PREG202411060206,5547,REGLAMENTACIÓN,5547.- Está realizando la verificación previa de una aeronave y observa que la última inspección del transmisor del localizador de emergencia fue hace 11 meses calendario. Puede:,"partir, si obtiene un permiso de vuelo especial.","partir, porque el ELT está dentro de los requisitos de inspección.",no partir hasta que se lleve a cabo una nueva inspección.,B,DownloadBalotario (6).pdf,False
PREG202411060207,5666,REGLAMENTACIÓN,5666.- ¿Cuál es la dirección general de movimiento de la otra aeronave si durante un vuelo nocturno observa una luz blanca fija y una luz roja giratoria delante y a su altitud? El otro avión está:,alejándose.,cruzando a tu izquierda.,acercándose a usted de frente.,A,DownloadBalotario (6).pdf,False
PREG202411060394,5398,SERVICIOS METEOROLÓGICOS,"5398.- Durante la preparación previa al vuelo, la mejor forma de obtener los pronósticos del informe meteorológico es comunicándose con:",la oficina de previsión meteorológica (WFD).,el centro de control de tráfico de rutas aéreas.,el servicio.,A,DownloadBalotario (7).pdf,False
PREG202411060395,5399,SERVICIOS METEOROLÓGICOS,5399.- La información meteorológica más actualizada en ruta y destino para un vuelo por instrumentos debe obtenerse de:,servicio de vuelo.,emisión ATIS.,NOTAM.,A,DownloadBalotario (7).pdf,False
PREG202411060396,5402,SERVICIOS METEOROLÓGICOS,5402 .- La sección de comentarios de un informe meteorológico rutinario de aeródromo (METAR) contiene la siguiente información codificada. ¿Qué significa? RMK FZDZB 42 WSHFT 30 FROPA,"Llovizna helada con bases de nubes por debajo de los 4,200 pies.",Llovizna helada por debajo de los 4.200 pies y cizalladura del viento.,Cambio de viento a tres cero por paso frontal.,C,DownloadBalotario (7).pdf,False
PREG202411060397,5403,SERVICIOS METEOROLÓGICOS,5403.- ¿Qué se entiende por observación meteorológica METAR especial para KBOI? ESPECI KBOI 091854Z 32005KT 1 1/2SM RA BR OVC007 17/16 A2990 RMK RAB12,La lluvia y la niebla oscurecen dos décimas partes del cielo; la lluvia comenzó a las 1912Z.,Lluvia y neblina que obstruyen la visibilidad; la lluvia comenzó a las 1812Z.,Lluvia y nubes a 1200 pies AGL.,B,DownloadBalotario (7).pdf,False
PREG202411060398,5404,SERVICIOS METEOROLÓGICOS,"5404.- La estación que origina la siguiente observación METAR tiene una elevación de campo de 3,500 pies MSL. Si la cubertura del cielo es una capa continua, ¿cuál es el grosor de la capa de nubes? (Parte superior de las nubes reportado a 7.500 pies MSL). METAR KHOB 151250Z 17006KT 4SM OVC005 13/11 A2998:","2,500 pies.","3,500 pies.","4,000 pies.",B,DownloadBalotario (7).pdf,False
PREG202411060399,5405,SERVICIOS METEOROLÓGICOS,5405.- ¿Qué condiciones de viento prevería cuando se reporten tormentas en su destino?,Variaciones rápidas en la velocidad del viento de 15 nudos o más entre picos y calma.,Ráfagas máximas de al menos 35 nudos combinadas con un cambio en la dirección del viento de 30° o más.,Aumentos repentinos de la velocidad del viento de al menos 16 nudos a una velocidad sostenida de 22 nudos o más durante al menos 1 minuto.,C,DownloadBalotario (7).pdf,False
PREG202411060400,5406,SERVICIOS METEOROLÓGICOS,5406 .- ¿Qué cobertura de nubes significativa es reportada por este informe del piloto? KMOB UA / OV 15 NW MOB 1340 Z / SK OVC-TOP 025 / OVC 045 - TOP 090,"Existen tres (3) capas de nubes separadas con bases a 250, 7,500 y 9,000 pies.","La parte superior de las nubes bajas es de 2,500 pies; la base y la parte superior de la segunda capa de nubes es de 4.500 y 9.000 pies, respectivamente.","La base de la segunda capa de nubes es de 2,500 pies; la parte superior de la segunda capa nubes es de 7.500 pies; La base de la tercera capa es de 9.000 pies.",B,DownloadBalotario (7).pdf,False
